Year,Ccode,Nation,Christianity,Judaism,Islam_Sunni,Islam_Shia,Islam,Buddhism,Zoroastrian,Hindu,Sikh,Shinto,Bahai,Taoism,Jain,Confucianism,Syncretic,Animist,Non,Other
1945,640,TUR,0.0111,0.0041,0.9823,0,0.9823,0,0,0,0,0,0,0,0,0,0,0,0,0.0024
1950,640,TUR,0.0095,0,0.9829,0,0.9829,0,0,0,0,0,0,0,0,0,0,0,0,0.0076
1955,640,TUR,0.0111,0.0018,0.9867,0,0.9867,0,0,0,0,0,0,0,0,0,0,0,0,0.0004
1960,640,TUR,0.0081,0.0008,0.9907,0,0.9907,0,0,0,0,0,0,0,0,0,0,0,0,0.0004
1965,640,TUR,0.0069,0.0006,0.9888,0,0.9888,0,0,0,0,0,0,0,0,0,0,0,0,0.0037
1970,640,TUR,0.0081,0.0004,0.9884,0,0.9884,0,0,0,0,0,0,0,0,0,0,0,0,0.0032
1975,640,TUR,0.0075,0.0002,0.9857,0,0.9857,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0062
1980,640,TUR,0.0071,0.0002,0.9901,0,0.9901,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0.0003,0.0021
1985,640,TUR,0.0072,0.0004,0.9657,0,0.9657,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0.0265
1990,640,TUR,0.0071,0.0004,0.847,0.0045,0.9885,0.0005,0,0,0,0,0.0003,0,0,0,0.0002,0,0.002,0.001
1995,640,TUR,0.0068,0.0003,0.83,0.0049,0.9899,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0021
2000,640,TUR,0.005,0.0003,0.83,0.0075,0.9875,0,0,0,0,0,0.0002,0,0,0,0,0,0.0015,0.0055
2005,640,TUR,0.0042,0.0002,0.81,0.0071,0.9864,0,0,0,0,0,0.0001,0,0,0,0,0,0.005,0.004
2010,640,TUR,0.0042,0.0002,0.9858,0,0.9858,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0048
1945,645,IRQ,0.0324,0.0245,0.3457,0.5927,0.9384,0,0,0,0,0,0,0,0,0,0,0,0,0.0046
1950,645,IRQ,0.04,0.022,0.3392,0.5815,0.9208,0,0,0,0,0,0,0,0,0,0,0,0,0.0172
1955,645,IRQ,0.0367,0.0009,0.3276,0.5615,0.8905,0,0,0,0,0,0,0,0,0,0.0009,0,0,0.0709
1960,645,IRQ,0.0299,0.0009,0.3241,0.5556,0.8797,0,0,0,0,0,0,0,0,0,0,0,0,0.0894
1965,645,IRQ,0.0289,0.0004,0.3531,0.6053,0.967,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0036
1970,645,IRQ,0.0332,0.0002,0.3537,0.6063,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.0065
1975,645,IRQ,0.0461,0.0001,0.35,0.6,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.0038
1980,645,IRQ,0.0537,0,0.3424,0.597,0.9394,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0056
1985,645,IRQ,0.008,0,0.35,0.63,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.012
1990,645,IRQ,0.022,0,0.36,0.6,0.96,0,0,0,0,0,0.0001,0,0,0,0,0,0.0047,0.0131
1995,645,IRQ,0.0149,0,0.35,0.63,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.0051
2000,645,IRQ,0.0187,0,0.32,0.63,0.95,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0113
2005,645,IRQ,0.02,0,0.34,0.625,0.965,0,0,0,0,0,0,0,0,0,0,0,0.01,0.005
2010,645,IRQ,0.0189,0,0.325,0.625,0.95,0,0,0,0,0,0,0,0,0,0,0,0.011,0.0201
1945,651,EGY,0.1565,0.0023,0.8358,0,0.8358,0,0,0,0,0,0,0,0,0,0,0,0,0.0054
1950,651,EGY,0.1605,0.0039,0.82,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.0156
1955,651,EGY,0.1248,0.0017,0.8716,0,0.8716,0,0,0,0,0,0,0,0,0,0,0,0,0.0018
1960,651,EGY,0.0941,0,0.8932,0,0.8932,0,0,0,0,0,0,0,0,0,0,0,0,0.0127
1965,651,EGY,0.0774,0.0001,0.9204,0,0.9204,0,0,0,0,0,0,0,0,0,0,0,0,0.0021
1970,651,EGY,0.1192,0,0.8754,0,0.8754,0,0,0,0,0,0,0,0,0,0,0,0,0.0054
1975,651,EGY,0.0733,0,0.9263,0,0.9263,0,0,0,0,0,0,0,0,0,0,0,0,0.0004
1980,651,EGY,0.1048,0,0.8721,0,0.8721,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0224
1985,651,EGY,0.108,0,0.8855,0,0.8855,0,0,0,0,0,0,0,0,0,0,0,0,0.0065
1990,651,EGY,0.1332,0,0.8598,0,0.8598,0,0,0,0,0,0.0001,0,0,0,0,0,0.0041,0.0028
1995,651,EGY,0.1249,0,0.8066,0,0.8066,0,0,0,0,0,0.0001,0,0,0,0,0,0.0039,0.0645
2000,651,EGY,0.1163,0,0.87,0.01,0.88,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.0003
2005,651,EGY,0.1214,0,0.86,0,0.8641,0,0,0,0,0,0,0,0,0,0,0,0.0077,0.0069
2010,651,EGY,0.1212,0,0.86,0,0.8643,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0045
1950,652,SYR,0.1325,0.0022,0.7179,0.0145,0.8434,0,0,0,0,0,0,0,0,0,0,0,0,0.0218
1955,652,SYR,0.0976,0.0043,0.7656,0.013,0.8909,0,0,0,0,0,0,0,0,0,0,0,0,0.0072
1960,652,SYR,0.0801,0.0026,0.7904,0.0105,0.9168,0,0,0,0,0,0,0,0,0,0,0,0,0.0005
1965,652,SYR,0.0627,0.0012,0.7656,0.0079,0.8858,0,0,0,0,0,0,0,0,0,0,0,0,0.0503
1970,652,SYR,0.1,0.0007,0.7789,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.0001
1975,652,SYR,0.1191,0.0003,0.7487,0,0.874,0,0,0,0,0,0,0,0,0,0,0,0,0.0066
1980,652,SYR,0.1246,0.0002,0.74,0,0.8669,0,0,0,0,0,0,0,0,0,0,0,0,0.0083
1985,652,SYR,0.0944,0.0002,0.7792,0,0.8963,0,0,0,0,0,0,0,0,0,0,0,0,0.0091
1990,652,SYR,0.0797,0.0003,0.7895,0,0.9082,0,0,0,0,0,0,0,0,0,0,0,0.0027,0.0091
1995,652,SYR,0.0993,0.0002,0.74,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.0005
2000,652,SYR,0.0922,0.0002,0.74,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.0076,0.0001
2005,652,SYR,0.0752,0,0.74,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0.0146,0.0002
2010,652,SYR,0.0752,0,0.742,0,0.902,0,0,0,0,0,0,0,0,0,0,0,0.0146,0.0082
1945,660,LEB,0.5202,0,0.28,0.19,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.0098
1950,660,LEB,0.5,0,0.2382,0.175,0.4132,0,0,0,0,0,0,0,0,0,0,0,0,0.0868
1955,660,LEB,0.5281,0,0.2387,0.1803,0.4189,0,0,0,0,0,0,0,0,0,0,0,0,0.053
1960,660,LEB,0.5288,0,0.2639,0.1772,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0.0302
1965,660,LEB,0.5439,0,0.2402,0.1683,0.4085,0,0,0,0,0,0,0,0,0,0,0,0.0115,0.0361
1970,660,LEB,0.55,0,0.22,0.16,0.38,0,0,0,0,0,0,0,0,0,0,0,0.02,0.05
1975,660,LEB,0.507,0,0.2237,0.153,0.377,0,0,0,0,0,0.0003,0,0,0,0,0,0.0217,0.094
1980,660,LEB,0.5425,0,0.2604,0.1693,0.4302,0,0,0,0,0,0.0005,0,0,0,0,0,0.0265,0.0004
1985,660,LEB,0.5,0,0.24,0.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,660,LEB,0.4697,0,0.2387,0.2916,0.5303,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,660,LEB,0.4063,0,0.2659,0.3264,0.5923,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
2000,660,LEB,0.3861,0,0.2559,0.3141,0.57,0.02,0,0,0,0,0,0,0,0,0,0,0.0229,0.001
2005,660,LEB,0.407,0,0.27,0.27,0.54,0.0184,0,0,0,0,0,0,0,0,0,0,0.03,0.0046
2010,660,LEB,0.407,0,0.27,0.27,0.54,0.0184,0,0,0,0,0,0,0,0,0,0,0.03,0.0046
1945,663,JOR,0.0479,0,0.89,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.0621
1950,663,JOR,0.06,0,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,663,JOR,0.0613,0,0.9255,0,0.9255,0,0,0,0,0,0,0,0,0,0,0,0,0.0131
1960,663,JOR,0.059,0,0.9381,0,0.9381,0,0,0,0,0,0,0,0,0,0,0,0,0.0029
1965,663,JOR,0.0471,0,0.9403,0,0.9403,0,0,0,0,0,0,0,0,0,0,0,0.012,0.0005
1970,663,JOR,0.05,0,0.93,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0.02,0
1975,663,JOR,0.0597,0,0.93,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0.0103
1980,663,JOR,0.0489,0,0.9315,0,0.9315,0,0,0,0,0,0.0003,0,0,0,0,0,0.0125,0.0068
1985,663,JOR,0.0514,0,0.9347,0,0.9347,0,0,0,0,0,0,0,0,0,0,0,0,0.0139
1990,663,JOR,0.0312,0,0.9494,0,0.9494,0,0,0,0,0,0.0026,0,0,0,0,0,0.0164,0.0003
1995,663,JOR,0.0726,0,0.9256,0,0.9256,0,0,0,0,0,0,0,0,0,0,0,0,0.0019
2000,663,JOR,0.03,0,0.95,0.02,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,663,JOR,0.03,0,0.95,0.02,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,663,JOR,0.03,0,0.95,0.02,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,666,ISR,0.0255,0.8753,0.0845,0,0.0985,0,0,0,0,0,0,0,0,0,0,0,0,0.0007
1955,666,ISR,0.0139,0.8719,0.1004,0,0.1114,0,0,0,0,0,0,0,0,0,0,0,0,0.0028
1960,666,ISR,0.0298,0.8562,0.0891,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0.015
1965,666,ISR,0.0284,0.8856,0.0728,0,0.0809,0,0,0,0,0,0,0,0,0,0,0,0,0.0051
1970,666,ISR,0.0245,0.8551,0.108,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0.0124
1975,666,ISR,0.0232,0.8566,0.1072,0,0.1072,0,0,0,0,0,0,0,0,0,0,0,0,0.0131
1980,666,ISR,0.0232,0.8465,0.1156,0,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0.0018
1985,666,ISR,0.0235,0.8309,0.1228,0,0.1228,0,0,0,0,0,0,0,0,0,0,0,0,0.0228
1990,666,ISR,0.0246,0.7901,0.1745,0,0.1745,0,0,0,0,0,0,0,0,0,0,0,0,0.0109
1995,666,ISR,0.0288,0.8205,0.132,0,0.1466,0,0,0,0,0,0,0,0,0,0,0,0,0.0041
2000,666,ISR,0.0215,0.7904,0.1378,0,0.1378,0,0,0,0,0,0,0,0,0,0,0,0.0217,0.0286
2005,666,ISR,0.021,0.7613,0.146,0,0.1622,0,0,0,0,0,0,0,0,0,0,0,0.0453,0.0102
2010,666,ISR,0.02,0.731,0.1799,0,0.1999,0,0,0,0,0,0,0,0,0,0,0,0.045,0.0042
1945,670,SAU,0,0,0.977,0.0105,0.9874,0,0,0,0,0,0,0,0,0,0,0,0,0.0126
1950,670,SAU,0,0,0.9684,0.0141,0.9825,0,0,0,0,0,0,0,0,0,0,0,0,0.0175
1955,670,SAU,0,0,0.9741,0.0139,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0.012
1960,670,SAU,0,0,0.9755,0.0147,0.9902,0,0,0,0,0,0,0,0,0,0,0,0,0.0098
1965,670,SAU,0,0,0.9453,0.0104,0.9558,0,0,0,0,0,0,0,0,0,0,0,0,0.0442
1970,670,SAU,0,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.01
1975,670,SAU,0.0106,0,0.9605,0.0103,0.9708,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0185
1980,670,SAU,0.0159,0,0.9631,0.0156,0.9788,0.0005,0,0.0004,0,0,0.0001,0,0,0,0.0003,0,0.0031,0.0008
1985,670,SAU,0.0259,0,0.9488,0.0119,0.9606,0.0023,0,0.0065,0.0012,0,0.0002,0,0,0,0.0007,0,0.0012,0.0014
1990,670,SAU,0.0339,0,0.9384,0.0101,0.9485,0.0036,0,0.0108,0.002,0,0.0002,0,0,0,0.001,0,0,0.0001
1995,670,SAU,0.0305,0,0.8981,0.0712,0.9693,0,0,0,0,0,0,0,0,0,0,0,0,0.0002
2000,670,SAU,0.0312,0,0.85,0.08,0.93,0,0,0.0104,0,0,0,0,0,0,0,0,0.0104,0.018
2005,670,SAU,0.04,0,0.85,0.0606,0.9106,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0.0194
2010,670,SAU,0.03,0,0.875,0.0632,0.9382,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0.0018
1945,678,YAR,0,0.113,0.3795,0.4568,0.8363,0,0,0,0,0,0,0,0,0,0,0,0,0.0506
1950,678,YAR,0,0.0903,0.4061,0.4964,0.9025,0,0,0,0,0,0,0,0,0,0,0,0,0.0072
1955,678,YAR,0,0.0033,0.432,0.528,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.0368
1960,678,YAR,0,0,0.4457,0.5447,0.9903,0,0,0,0,0,0,0,0,0,0,0,0,0.0097
1965,678,YAR,0,0,0.4425,0.5407,0.9832,0,0,0,0,0,0,0,0,0,0,0,0,0.0168
1970,678,YAR,0,0,0.4498,0.5497,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0.0004
1975,678,YAR,0.0003,0,0.4517,0.548,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,678,YAR,0.0004,0,0.4498,0.5496,0.9995,0,0,0,0,0,0,0,0,0,0,0,0,0.0001
1985,678,YAR,0,0,0.4494,0.5492,0.9987,0,0,0,0,0,0,0,0,0,0,0,0,0.0013
1990,678,YAR,0,0,0.3719,0.5589,0.9308,0,0,0,0,0,0,0,0,0,0,0,0,0.0692
1990,679,YEM,0,0,0.5253,0.4699,0.9952,0,0,0,0,0,0,0,0,0,0,0,0,0.0048
1995,679,YEM,0,0,0.5349,0.4624,0.9973,0,0,0,0,0,0,0,0,0,0,0,0,0.0027
2000,679,YEM,0,0,0.69,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,679,YEM,0,0,0.6142,0.3857,0.9999,0,0,0,0,0,0,0,0,0,0,0,0,0.0001
2010,679,YEM,0,0,0.55,0.44,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.01
1970,680,YPR,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,680,YPR,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,680,YPR,0,0,0.9995,0,0.9995,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0004
1985,680,YPR,0,0,0.9778,0,0.9778,0,0,0,0,0,0,0,0,0,0,0,0,0.0222
1990,680,YPR,0,0,0.9484,0,0.9484,0,0,0,0,0,0,0,0,0,0,0,0,0.0516
1960,690,KUW,0.0404,0,0.7699,0.162,0.9319,0,0,0,0,0,0,0,0,0,0,0,0,0.0277
1965,690,KUW,0.0519,0,0.78,0.14,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0.0281
1970,690,KUW,0.05,0,0.76,0.14,0.9,0,0,0.01,0,0,0,0,0,0,0,0,0,0.04
1975,690,KUW,0.04,0,0.79,0.14,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0.03
1980,690,KUW,0.0488,0,0.79,0.14,0.93,0,0,0.005,0,0,0.0015,0,0,0,0,0,0,0.0147
1985,690,KUW,0.0488,0,0.79,0.14,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0.0212
1990,690,KUW,0.0472,0,0.7618,0.135,0.8968,0,0,0.0091,0.0005,0,0.0117,0,0,0,0,0,0.0035,0.0313
1995,690,KUW,0.0472,0,0.4677,0.3237,0.8914,0,0,0,0,0,0,0,0,0,0,0,0.0059,0.0555
2000,690,KUW,0,0,0.5071,0.3,0.8071,0,0,0.04,0,0,0,0,0,0,0,0,0,0.1529
2005,690,KUW,0,0,0.643,0.2635,0.9065,0,0,0.04,0,0,0,0,0,0,0,0,0,0.0535
2010,690,KUW,0,0,0.7,0.2195,0.9195,0,0,0.04,0,0,0,0,0,0,0,0,0,0.0405
1970,692,BAH,0.0302,0,0.4725,0.4725,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0.0248
1975,692,BAH,0.0382,0,0.4809,0.4809,0.9618,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,692,BAH,0.0401,0.0005,0.4362,0.4779,0.9141,0,0,0.0096,0,0,0.0015,0,0,0,0,0,0,0.0342
1985,692,BAH,0,0,0.3459,0.5176,0.8635,0,0,0,0,0,0,0,0,0,0,0,0,0.1365
1990,692,BAH,0.0526,0.0005,0.3459,0.5176,0.8635,0.0002,0,0.0278,0,0,0.001,0,0,0,0,0,0.0014,0.0529
1995,692,BAH,0.0526,0,0.2474,0.6981,0.9455,0,0,0,0,0,0,0,0,0,0,0,0,0.0019
2000,692,BAH,0.0879,0,0.2779,0.629,0.9068,0,0,0,0,0,0,0,0,0,0,0,0,0.0053
2005,692,BAH,0.0986,0,0.3018,0.579,0.8808,0,0,0.0152,0,0,0,0,0,0,0,0,0,0.0054
2010,692,BAH,0.098,0,0.2957,0.6003,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0.006
1970,694,QAT,0,0,0.9,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,694,QAT,0,0,0.9009,0.0891,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.01
1980,694,QAT,0.0633,0,0.8322,0.0873,0.9196,0,0,0.0131,0,0,0.0018,0,0,0,0,0,0,0.0022
1985,694,QAT,0.0633,0,0.8189,0.0848,0.9036,0,0,0,0,0,0,0,0,0,0,0,0,0.0331
1990,694,QAT,0.071,0,0.8037,0.0535,0.8572,0.0185,0,0.0237,0,0,0.0019,0,0,0,0,0,0,0.0278
1995,694,QAT,0.0507,0,0.8588,0.0547,0.9135,0,0,0,0,0,0,0,0,0,0,0,0,0.0358
2000,694,QAT,0.1445,0,0.37,0.1,0.47,0.0215,0,0.2648,0,0,0,0,0,0,0,0,0.0177,0.0815
2005,694,QAT,0.085,0,0.6585,0.0852,0.7437,0.0239,0,0.0358,0,0,0,0,0,0,0,0,0.0358,0.0759
2010,694,QAT,0.1445,0,0.37,0.1,0.47,0.0215,0,0.2648,0,0,0,0,0,0,0,0,0.0177,0.0815
1970,696,UAE,0,0,0.6184,0.1584,0.8303,0,0,0,0,0,0,0,0,0,0,0,0,0.1697
1975,696,UAE,0.0218,0,0.6402,0.1762,0.8956,0,0,0,0,0,0,0,0,0,0,0,0,0.0827
1980,696,UAE,0.0266,0,0.6192,0.1437,0.9176,0,0,0.0013,0,0,0.0014,0,0,0,0,0,0.0026,0.0506
1985,696,UAE,0.0266,0,0.6139,0.169,0.9494,0,0,0,0,0,0,0,0,0,0,0,0,0.024
1990,696,UAE,0.0252,0,0.7392,0.1301,0.9318,0.0019,0,0.0065,0.0021,0,0.0021,0,0,0,0,0,0,0.0305
1995,696,UAE,0.0252,0,0.8,0.16,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.0148
2000,696,UAE,0.0687,0,0.5653,0.0829,0.6482,0.002,0,0.255,0,0,0.01,0,0,0,0,0,0.0143,0.0018
2005,696,UAE,0.0685,0,0.5601,0.0825,0.6425,0.002,0,0.255,0,0,0.01,0,0,0,0,0,0.0143,0.0077
2010,696,UAE,0.0714,0,0.5661,0.1087,0.6748,0.0035,0,0.2225,0,0,0.01,0,0,0,0,0,0.0136,0.0041
1970,698,OMA,0,0,0.498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,698,OMA,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,698,OMA,0.0082,0,0.3741,0,0.9655,0,0,0.0023,0,0,0.0004,0,0,0,0,0,0.0021,0.0215
1985,698,OMA,0.0082,0,0.3077,0,0.9389,0,0,0,0,0,0,0,0,0,0,0,0,0.0528
1990,698,OMA,0.0467,0,0.3077,0,0.8553,0.0065,0,0.045,0.0055,0,0.0028,0,0,0,0,0.0001,0.0019,0.0363
1995,698,OMA,0.0444,0,0.2875,0.0917,0.8915,0,0,0,0,0,0,0,0,0,0,0,0,0.0641
2000,698,OMA,0.028,0,0.3002,0.0979,0.9309,0.0021,0,0.0256,0.006,0,0,0,0,0,0,0,0,0.0074
2005,698,OMA,0.0321,0,0.295,0.0885,0.9278,0.002,0,0.0289,0.0067,0,0,0,0,0,0,0,0,0.0025
2010,698,OMA,0.0334,0,0.2893,0.0705,0.8987,0.003,0,0.0262,0.0064,0,0,0,0,0,0,0,0,0.0323
1945,700,AFG,0,0.0001,0.882,0.1113,0.9933,0.0002,0.0003,0.0004,0.0003,0,0,0,0,0,0,0.0027,0,0.0027
1950,700,AFG,0.0001,0.0001,0.8916,0.103,0.9947,0.0002,0.0003,0.0009,0.0002,0,0,0,0,0,0,0.0018,0,0.0017
1955,700,AFG,0.0002,0,0.8895,0.1027,0.9922,0.0003,0.0003,0.0017,0.0002,0,0,0,0,0,0,0.0017,0,0.0033
1960,700,AFG,0.0004,0,0.8851,0.0928,0.9779,0.0003,0.0003,0.0058,0.0002,0,0,0,0,0,0,0.0015,0.0001,0.0134
1965,700,AFG,0.0005,0,0.8951,0.0845,0.9796,0.0003,0.0003,0.0073,0.0002,0,0,0,0,0,0,0.0012,0.0001,0.0105
1970,700,AFG,0.0006,0,0.8591,0.0931,0.9893,0.0003,0.0003,0.0084,0.0002,0,0,0,0,0,0,0.0008,0.0001,0.0001
1975,700,AFG,0.0005,0,0.7805,0.1013,0.9118,0.0002,0.0033,0.0068,0.0002,0,0.0003,0,0,0,0,0.0006,0.06,0.0163
1980,700,AFG,0.0004,0,0.845,0.11,0.9695,0.0002,0.0022,0.0043,0.0002,0,0.0005,0,0,0,0,0.0004,0.0067,0.0157
1985,700,AFG,0.0005,0,0.845,0.11,0.9711,0.0002,0.0067,0.0055,0.0002,0,0.0006,0,0,0,0,0.0003,0.0057,0.0092
1990,700,AFG,0.0004,0,0.845,0.11,0.9709,0.0003,0.0077,0.0048,0.0002,0,0.0008,0,0,0,0,0.0002,0.0065,0.0083
1995,700,AFG,0.0003,0,0.845,0.11,0.9677,0.0002,0.005,0.0023,0.0002,0,0.0008,0,0,0,0,0.0002,0.0053,0.018
2000,700,AFG,0.0003,0,0.845,0.12,0.9754,0.0002,0.0002,0.0021,0.0001,0,0.0005,0,0,0,0,0.0001,0.0055,0.0155
2005,700,AFG,0.001,0,0.845,0.12,0.9807,0.0002,0.0001,0.0003,0.0001,0,0.0004,0,0,0,0,0.0001,0.0052,0.012
2010,700,AFG,0.0003,0,0.8,0.19,0.9956,0.0001,0.0001,0.0003,0.0001,0,0.0001,0,0,0,0,0.0001,0.002,0.0014
1995,701,TKM,0.09,0,0.89,0,0.89,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0097
2000,701,TKM,0.09,0,0.89,0,0.89,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0097
2005,701,TKM,0.09,0,0.89,0,0.89,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0097
2010,701,TKM,0.09,0.0001,0.89,0,0.89,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0096
1995,702,TAJ,0.0207,0.0015,0.8,0.05,0.85,0.0006,0.0012,0,0,0,0.0001,0,0,0,0,0.0009,0.1242,0.0006
2000,702,TAJ,0.03,0.0003,0.9,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0097
2005,702,TAJ,0.03,0.0003,0.9,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0097
2010,702,TAJ,0.0202,0.0003,0.85,0.05,0.9,0.0008,0,0,0,0,0.0006,0,0,0,0,0,0.025,0.0532
1995,703,KYR,0.1083,0.0012,0.7229,0,0.7229,0.0041,0.0002,0,0,0,0.0001,0,0,0,0,0.004,0.1349,0.0242
2000,703,KYR,0.1743,0.0001,0.8,0.0002,0.8002,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0054
2005,703,KYR,0.14,0.0001,0.8,0.0002,0.8002,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0397
2010,703,KYR,0.1007,0.0001,0.77,0.0002,0.7702,0,0,0,0,0,0,0,0,0,0,0,0.05,0.079
1995,704,UZB,0.1,0.0025,0.85,0.03,0.88,0,0,0,0,0,0,0,0,0,0,0,0.009,0.0085
2000,704,UZB,0.1074,0.0012,0.85,0.03,0.88,0,0,0,0,0,0,0,0,0,0,0,0.0068,0.0045
2005,704,UZB,0.0592,0.0004,0.9,0.01,0.91,0,0,0,0,0,0,0,0,0,0,0,0.025,0.0054
2010,704,UZB,0.05,0.0001,0.92,0.01,0.93,0,0,0,0,0,0,0,0,0,0,0,0.0179,0.002
1995,705,KZK,0.2818,0.0009,0.4544,0.0156,0.47,0.0011,0.0002,0,0.0001,0,0.0002,0,0,0,0.0001,0.0018,0.24,0.004
2000,705,KZK,0.2509,0.0003,0.4261,0.0189,0.4666,0,0,0,0,0,0,0,0,0,0,0,0.28,0.0022
2005,705,KZK,0.3046,0.0003,0.48,0.0255,0.5117,0,0,0,0,0,0,0,0,0,0,0,0.1783,0.0052
2010,705,KZK,0.29,0.0002,0.5632,0.03,0.5932,0,0,0,0,0,0,0,0,0,0,0,0.1152,0.0013
1945,710,CHN,0.0007,0,0,0,0.05,0.0878,0,0,0,0,0,0.0002,0,0,0.77,0.0375,0.0536,0.0001
1950,710,CHN,0.0019,0,0,0,0.0182,0.0908,0,0,0,0,0,0.0002,0,0,0.7345,0.0454,0.1088,0.0001
1955,710,CHN,0.0061,0,0,0,0.0178,0.0866,0,0,0,0,0,0.0003,0,0,0.6101,0.0487,0.23,0.0004
1960,710,CHN,0.0061,0,0,0,0.0172,0.0814,0,0,0,0,0,0.0003,0,0,0.4639,0.0508,0.38,0.0004
1965,710,CHN,0.0054,0,0,0,0.0162,0.0744,0,0,0,0,0,0.0003,0,0,0.4623,0.0509,0.3693,0.0212
1970,710,CHN,0.001,0,0,0,0.0147,0.0663,0,0,0,0,0,0.0002,0,0,0.4287,0.0491,0.4277,0.0121
1975,710,CHN,0.0145,0,0,0,0.0145,0.0822,0,0,0,0,0,0.001,0,0,0.3751,0.0465,0.4622,0.004
1980,710,CHN,0.026,0,0,0,0.0148,0.0976,0,0,0,0,0,0.0016,0,0,0.3732,0.0456,0.4349,0.0062
1985,710,CHN,0.036,0,0,0,0.015,0.1109,0,0,0,0,0,0.0022,0,0,0.3819,0.0448,0.4066,0.0027
1990,710,CHN,0.0442,0,0,0,0.015,0.1211,0,0,0,0,0,0.0026,0,0,0.3839,0.0436,0.3848,0.0049
1995,710,CHN,0.0521,0,0,0,0.0152,0.132,0,0,0,0,0,0.003,0,0,0.3896,0.0432,0.3607,0.0041
2000,710,CHN,0.056,0,0,0,0.0157,0.08,0,0,0,0,0,0.0041,0,0,0.42,0.0431,0.38,0.0012
